Ticker,Annualised volatility,Value at Risk (95%) ,Sharpe Ratio
AAPL,0.19954337245630835,-0.017176649538821007,2.3172989025379054
GOOGL,0.30398172759179887,-0.025085910196568865,1.6494657346156791
MSFT,0.25120348629895434,-0.022940263302864534,1.9779127755941293
